Claim_topic_id,Evidence_topic_id,Claim_text,Label,Evidence Label,Evidence_text,Article_topic_id,Old Reason,Reason
62,E_1,COVID-19 Vaccine Causes Shingles,T,,"For example, an international matched cohort studyopens in a new tab or window involving more than 1 million vaccinated individuals detected a nearly twofold higher risk of shingles within 60 days of COVID-19 vaccination.",covid vaccine_4090,Study found increase in shingles after vaccination.,Study found increase in shingles after vaccination.
62,E_2,COVID-19 Vaccine Causes Shingles,T,,"a large case-control study from Israelopens in a new tab or window that involved nearly 900,000 vaccinated individuals and an equal number of comparators reported a 43% higher risk of herpes zoster after vaccination",covid vaccine_4090,Study found increase in shingles after vaccination.,
62,E_3,COVID-19 Vaccine Causes Shingles,T,,"""Our study included a racially and ethnically heterogenous cohort compared with the studies conducted in Israel and may therefore better represent post-vaccination herpes zoster event risk in diverse populations,"" according to the researchers.",covid vaccine_4090,More recent study thinks more varied population means their study is more diverse.,
62,E_4,COVID-19 Vaccine Causes Shingles,T,,No association was detected between COVID-19 vaccination and herpes zoster infection in a database study involving more than 2 million individuals in the U.S.,covid vaccine_4090,No increase in herpes zoster (shingles) after vaccination,
62,E_5,COVID-19 Vaccine Causes Shingles,T,,"Using a self-controlled risk interval (SCRI) analysis, the risk of herpes zoster in the month after receiving a dose of COVID-19 vaccine was no different when compared with a control period 60 to 90 days following an individuals' last dose (incidence rate ratio [IRR] 0.91, 95% CI 0.82-1.01, P=0.08), reported Nisha Acharya, MD, MS, of the University of California San Francisco, and colleagues.",covid vaccine_4090,No increase in herpes zoster (shingles) after vaccination,
62,E_6,COVID-19 Vaccine Causes Shingles,T,,"""There was no increase in risk of herpes zoster after COVID-19 vaccination when individuals were stratified by age, immunocompromised status, or type of vaccine administered,"" the group wrote in JAMA Network Openopens in a new tab or window.",covid vaccine_4090,No increase in herpes zoster (shingles) after vaccination,
63,E_1,XBB Covid strain is vaccine resistant,T,,US health chiefs revealed last month they were 'monitoring' a new Covid variant that is feared to be the 'most vaccine-resistant yet'.,covid vaccine_4091,XBB Omicron variant is the most vaccine resistant yet.,XBB Omicron variant is the most vaccine resistant yet.
63,E_2,XBB Covid strain is vaccine resistant,T,,XBB is another spin-off of the Omicron variant and has been blamed for Singapore's sudden surge in infections.,covid vaccine_4091,XBB Omicron variant is the most vaccine resistant yet.,
63,E_3,XBB Covid strain is vaccine resistant,T,,The alarm has been sounded by experts including Dr Raj Rajnarayanan at the New York Institute of Technology who said it was the 'most immune evasive yet'.,covid vaccine_4091,XBB Omicron variant is the most vaccine resistant yet.,
63,E_4,XBB Covid strain is vaccine resistant,T,,Scientists warn that it is likely better at dodging immunity than others based on lab tests of its grand-father BA.2.75.,covid vaccine_4091,XBB Omicron variant is the most vaccine resistant yet.,
63,E_5,XBB Covid strain is vaccine resistant,T,,"Modelling by the Fred Hutchinson Cancer Center's Bloom Lab in Seattle, Washington, also warned it was likely better at immune escape. ",covid vaccine_4091,XBB Omicron variant is the most vaccine resistant yet.,
63,E_6,XBB Covid strain is vaccine resistant,T,,XBB is another spin-off of the Omicron variant and was blamed for Singapore's sudden surge in infections.,covid vaccine_4091,XBB Omicron variant is the most vaccine resistant yet.,
64,E_1,Breastfeeding protects against COVID-19,T,,Several studies have reported the presence of antibodies against the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in human milk after lactating women have received two doses of messenger ribonucleic acid (mRNA)-based coronavirus disease 2019 (COVID-19) vaccines.,covid vaccine_4093,Antibodies against covid found in breast milk after at least two vaccines,Antibodies against covid found in breast milk after at least two vaccines
64,E_2,Breastfeeding protects against COVID-19,T,,"More specifically, IgG and IgA against the SARS-CoV-2 spike protein have been identified in human milk following vaccination and infection.",covid vaccine_4093,Antibodies against covid found in breast milk after at least two vaccines,
64,E_3,Breastfeeding protects against COVID-19,T,,Further information is needed on the duration and potency of antibody responses in breast milk beyond the second vaccination and the effect of hybrid immunity obtained by breakthrough infections during the Omicron era.,covid vaccine_4093,Antibodies against covid found in breast milk after at least two vaccines,
64,E_4,Breastfeeding protects against COVID-19,T,,"Nevertheless, data on the symptomology and immune protection produced following infection and vaccination are limited for breastfeeding infants and lactating individuals.",covid vaccine_4093,Antibodies against covid found in breast milk after at least two vaccines,
64,E_5,Breastfeeding protects against COVID-19,T,,"More information is therefore needed to determine the protection against COVID-19 during the vulnerable months of infancy, the level of antibody transfer to infants and the persistence of anti-SARS-CoV-2 antibodies in milk post-vaccination.",covid vaccine_4093,Antibodies against covid found in breast milk after at least two vaccines,
64,E_6,Breastfeeding protects against COVID-19,T,,A new The Lancet preprint* study assesses anti-SARS-CoV-2 antibody levels in breast milk obtained from lactating individuals following two or three COVID-19 vaccine doses and following breakthrough infections in vaccinated mothers. ,covid vaccine_4093,Antibodies against covid found in breast milk after at least two vaccines,
65,E_1,Immunocompromised Patients with Blood Cancer Benefit from covid-19 vaccine,T,,"“There was a great need to protect these patients, particularly through vaccination,” Dr. Hazenberg says. “At the same time, it was unclear if patients would be able to build up sufficient protection through vaccination since they are immunocompromised. There is not much data on the effect of vaccination as it pertains to the most immunocompromised patients. Therefore, there was a great need to investigate the immunogenicity of COVID-19 vaccinations in patients with hematologic malignancies.”",covid vaccine_4096,3 doses of vaccine in blood cancer patients is as effective as 2 doses in healthy people,3 doses of vaccine in blood cancer patients is as effective as 2 doses in healthy people
65,E_2,Immunocompromised Patients with Blood Cancer Benefit from third covid-19 vaccine,T,,"For a study published in JAMA Oncology, Dr. Hazenberg and colleagues investigated whether a third mRNA-1273 vaccination is linked with increased neutralization of antibody concentrations in patients with hematologic cancers who are immunocompromised compared with levels obtained in healthy controls after the standard two-dose mRNA vaccination schedule.",covid vaccine_4096,3 doses of vaccine in blood cancer patients is as effective as 2 doses in healthy people,
65,E_3,Immunocompromised Patients with Blood Cancer Benefit from covid-19 vaccine,T,,"“Antibody concentrations obtained from our patients after the standard two-dose vaccination were lower than in the healthy population, but nevertheless, much higher than expected,”",covid vaccine_4096,3 doses of vaccine in blood cancer patients is as effective as 2 doses in healthy people,
65,E_4,Immunocompromised Patients with Blood Cancer Benefit from covid-19 vaccine,T,,"When three-dose schedule antibody concentrations are reached in immunocompromised patients, they are comparable to those of healthy controls after two doses, she says, adding that vaccination should not be deferred in patients with hematologic conditions during a pandemic, or in patients receiving immunochemotherapy or transplantation.",covid vaccine_4096,3 doses of vaccine in blood cancer patients is as effective as 2 doses in healthy people,
65,E_5,Immunocompromised Patients with Blood Cancer Benefit from covid-19 vaccine,T,,"“In patients receiving B cell-depleting therapies, vaccination can be effective, partly because other immune cells, such as T cells, are activated.”",covid vaccine_4096,3 doses of vaccine in blood cancer patients is as effective as 2 doses in healthy people,
65,E_6,Immunocompromised Patients with Blood Cancer Benefit from covid-19 vaccine,T,,"A relatively small group of patients had extremely poor antibody responses, the study team observed. “It’s important to protect these individuals from infection by wearing masks and utilizing other infection prevention measures,” Dr. Hazenberg says.",covid vaccine_4096,3 doses of vaccine in blood cancer patients is as effective as 2 doses in healthy people,
66,E_1,Covid vaccine has minimal impact on virus transmission,T,,"Butler said the Australian Technical Advisory Group on Immunisations (ATAGI) had recommended against a fifth dose, or third booster, after evidence from Singapore's recent wave showed that severe illness and death were rare among the vaccinated and that a fifth shot had minimal impact on virus transmission.",covid vaccine_4097,The boosters are not really providing any prolonged protection against transmission,The boosters are not really providing any prolonged protection against transmission
66,E_2,Covid vaccine has minimal impact on virus transmission,T,,"We need to improve the quality of the vaccines, the durability, the ability to stop transmission",covid vaccine_4185,The boosters are not really providing any prolonged protection against transmission,
66,E_3,Covid vaccine has minimal impact on virus transmission,T,,The boosters are not really providing any prolonged protection against transmission,covid vaccine_4185,The boosters are not really providing any prolonged protection against transmission,
66,E_4,Covid vaccine has minimal impact on virus transmission,T,,"You could have one now and by mid-January you'd be getting very little protection against transmissions whereas, interestingly, natural infection is much more effective.",covid vaccine_4185,The boosters are not really providing any prolonged protection against transmission,
66,E_5,Covid vaccine has minimal impact on virus transmission,T,,Biden and his top advisers have pointed to the overwhelming body of scientific research showing the vaccines are safe and effective at stopping the transmission of the coronavirus,covid vaccine_4267,The boosters are not really providing any prolonged protection against transmission,
66,E_6,Covid vaccine has minimal impact on virus transmission,T,,a virus that has become even more transmissible as it has mutated,covid vaccine_4266,The boosters are not really providing any prolonged protection against transmission,
67,E_1,Australia recommends against fifth vaccine dose,T,,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot,covid vaccine_4097,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot
67,E_2,Australia recommends against fifth vaccine dose,T,,Butler said the Australian Technical Advisory Group on Immunisations (ATAGI) had recommended against a fifth dose,covid vaccine_4097,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot,
67,E_3,Australia recommends against fifth vaccine dose,T,,"ATAGI has considered international evidence as well as the local data around vaccination numbers, as well as case numbers in the pandemic and decided not to recommend a fifth dose, said Butler.",covid vaccine_4097,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot,
67,E_4,Australia recommends against fifth vaccine dose,T,,fifth vaccine dose has not been recommended by the Australian Technical Advisory Group of Immunisation [Atagi] ,covid vaccine_4105,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot,
67,E_5,Australia recommends against fifth vaccine dose,T,,"This was part of the evidence that led to Atagi’s decision not to recommend a fifth vaccine dose, he said",covid vaccine_4105,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot,
67,E_6,Australia recommends against fifth vaccine dose,T,,Young Australians have been left doctor-shopping for health professionals willing to flout the rules and give them a fourth Covid vaccination.,covid vaccine_4260,Australian health authorities have recommended against getting a fifth COVID-19 vaccine shot,
68,E_1,People with heart disease suffer more severely if they catch Covid-19,T,,"Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.",covid vaccine_4100,People with heart disease are more likely to have serious symptoms if they catch Covid-19,People with heart disease are more likely to have serious symptoms if they catch Covid-19
68,E_2,People with heart disease suffer more severely if they catch Covid-19,T,,These individuals may suffer more severely if they catch either flu or Covid-19,covid vaccine_4100,People with heart disease are more likely to have serious symptoms if they catch Covid-19,
68,E_3,People with heart disease suffer more severely if they catch Covid-19,T,,"It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.",covid vaccine_4118,People with heart disease are more likely to have serious symptoms if they catch Covid-19,
68,E_4,People with heart disease suffer more severely if they catch Covid-19,T,,"Researchers found that lung problems were three-and-a-half times more likely, heart problems three times more likely and brain issues one-and-a-half times more likely in people who had multiple infections from the virus",covid vaccine_4118,People with heart disease are more likely to have serious symptoms if they catch Covid-19,
68,E_5,People with heart disease suffer more severely if they catch Covid-19,T,,"Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.",covid vaccine_4126,People with heart disease are more likely to have serious symptoms if they catch Covid-19,
68,E_6,People with heart disease suffer more severely if they catch Covid-19,T,,"more vulnerable to severe disease, including diabetes, heart disease",covid vaccine_4209,People with heart disease are more likely to have serious symptoms if they catch Covid-19,
69,E_1,People with cancer suffer more severely if they catch Covid-19,T,,"Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.",covid vaccine_4100,People with cancer may have more serious symptoms from Covid-19,People with cancer may have more serious symptoms from Covid-19
69,E_2,People with cancer suffer more severely if they catch Covid-19,T,,These individuals may suffer more severely if they catch either flu or Covid-19,covid vaccine_4100,People with cancer may have more serious symptoms from Covid-19,
69,E_3,People with cancer suffer more severely if they catch Covid-19,T,,"It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.",covid vaccine_4118,People with cancer may have more serious symptoms from Covid-19,
69,E_4,People with cancer suffer more severely if they catch Covid-19,T,,"Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.",covid vaccine_4126,People with cancer may have more serious symptoms from Covid-19,
69,E_5,People with cancer suffer more severely if they catch Covid-19,T,,Many patients with hematological malignancies remain at an increased risk for COVID-19 due to the nature of their illness and/or current treatments. ,covid vaccine_4126,People with cancer may have more serious symptoms from Covid-19,
69,E_6,People with cancer suffer more severely if they catch Covid-19,T,,"We saw almost 300% increase in cancer over the five-year average,",covid vaccine_4211,People with cancer may have more serious symptoms from Covid-19,
70,E_1,Government to buy AFC Agro Covid vaccine,F,,AFC Agro Biotech has claimed that the government would buy two crore doses of the Covid-19 vaccine from the company but the health ministry said it has no such plan at this moment,covid vaccine_4103,Government has said that they do not want to buy AFC Argo Biotech vaccine,Government has said that they do not want to buy AFC Argo Biotech vaccine
70,E_2,Government to buy AFC Agro Covid vaccine,F,,"AFC Agro Biotech also said it wrote to the prime minister and the health ministry to give their consent to the government to buy the vaccine. In view of this, consent has been given from the Prime Minister's Office",covid vaccine_4103,Government has said that they do not want to buy AFC Argo Biotech vaccine,
70,E_3,Government to buy AFC Agro Covid vaccine,F,,we applied to the government last year. Yesterday we got the consent of the government.,covid vaccine_4103,Government has said that they do not want to buy AFC Argo Biotech vaccine,
70,E_4,Government to buy AFC Agro Covid vaccine,F,,The government does not want to buy the coronavirus vaccine,covid vaccine_4103,Government has said that they do not want to buy AFC Argo Biotech vaccine,
70,E_5,Government to buy AFC Agro Covid vaccine,F,,But we will not take any vaccine at this moment.,covid vaccine_4103,Government has said that they do not want to buy AFC Argo Biotech vaccine,
70,E_6,Government to buy AFC Agro Covid vaccine,F,,I would know if there were any decision to purchase vaccines. But I don't know anything about this.,covid vaccine_4103,Government has said that they do not want to buy AFC Argo Biotech vaccine,
71,E_1,Covid taken a toll on aged care staff,T,,Covid had taken a toll on aged care staff,covid vaccine_4105,Aged care staff faced lots of concerning challenges due to covid,Aged care staff faced lots of concerning challenges due to covid
71,E_2,Covid taken a toll on aged care staff,T,,"aged care staff, who were still not being properly paid",covid vaccine_4105,Aged care staff faced lots of concerning challenges due to covid,
71,E_3,Covid taken a toll on aged care staff,T,,Burnout and fatigue are ongoing concerns,covid vaccine_4105,Aged care staff faced lots of concerning challenges due to covid,
71,E_4,Covid taken a toll on aged care staff,T,,Aged care workers carry the emotional burden of a higher number of deaths of residents,covid vaccine_4105,Aged care staff faced lots of concerning challenges due to covid,
71,E_5,Covid taken a toll on aged care staff,T,,a fresh round of Covid will continue to place enormous pressure on aged care workers.,covid vaccine_4105,Aged care staff faced lots of concerning challenges due to covid,
71,E_6,Covid taken a toll on aged care staff,T,,"So these workers get a renewed Covid surge, so far no pay rise, understaffing at ridiculous levels – it’s been a tough year for them,",covid vaccine_4105,Aged care staff faced lots of concerning challenges due to covid,
72,E_1,NBA refs suing NBA after being fired for refusing covid vaccine,T,,The NBA is being sued by three longtime refs who say they have been fired after selecting to not obtain the COVID-19 vaccine,covid vaccine_4108,There is a lawsuit against NBA for requiring vaccinations in order to ref games,There is a lawsuit against NBA for requiring vaccinations in order to ref games
72,E_2,NBA refs suing NBA after being fired for refusing covid vaccine,T,,"In a complaint filed on Saturday, Kenny Mauer, Mark Ayotte, and Jason Phillips said the league improperly forced compliance with its “hygienic norms,” and wrongly concluded that their sincere religious objections fell short of its “high standard” against being vaccinated.",covid vaccine_4108,There is a lawsuit against NBA for requiring vaccinations in order to ref games,
72,E_3,NBA refs suing NBA after being fired for refusing covid vaccine,T,,"The referees added that even with the NBA rescinding the requirement for a COVID vaccine for the 2022-23 season, they have not been reinstated",covid vaccine_4108,There is a lawsuit against NBA for requiring vaccinations in order to ref games,
72,E_4,NBA refs suing NBA after being fired for refusing covid vaccine,T,,I plan on voting for the NBA because I believe this is gonna get done,covid vaccine_4203,There is a lawsuit against NBA for requiring vaccinations in order to ref games,
72,E_5,NBA refs suing NBA after being fired for refusing covid vaccine,T,,This question is for those of you who typically vote for the NBA,covid vaccine_4203,There is a lawsuit against NBA for requiring vaccinations in order to ref games,
72,E_6,NBA refs suing NBA after being fired for refusing covid vaccine,T,,"The lawsuit particularly accuses the NBA of violating federal civil rights legislation in addition to state and New York City human rights legal guidelines. It seeks front and back pay, punitive damages, and damages for reputational harm and for pain and suffering.",covid vaccine_4108,There is a lawsuit against NBA for requiring vaccinations in order to ref games,
73,E_1,Diarrhoea is a Covid-19 symptom,T,,one in five people hit by the Covid-19 virus are showing symptoms of diarrhoea,covid vaccine_4110,People are experiencing diarrhoea while they have covid.,People are experiencing diarrhoea while they have covid.
73,E_2,Diarrhoea is a Covid-19 symptom,T,,people who have contracted the Delta or Omicron variant are experiencing the symptom if they have had two or three Covid vaccines,covid vaccine_4110,People are experiencing diarrhoea while they have covid.,
73,E_3,Diarrhoea is a Covid-19 symptom,T,,"In the Alpha wave, nearly a third of adults aged over 35 (30 per cent) reported experiencing diarrhoea with Covid",covid vaccine_4110,People are experiencing diarrhoea while they have covid.,
73,E_4,Diarrhoea is a Covid-19 symptom,T,,one in five people (16 to 20 per cent) experiencing diarrhoea with either Delta or Omicron,covid vaccine_4110,People are experiencing diarrhoea while they have covid.,
73,E_5,Diarrhoea is a Covid-19 symptom,T,,We think COVID causes diarrhoea because the virus can invade cells in the gut and disrupt its normal function,covid vaccine_4110,People are experiencing diarrhoea while they have covid.,
73,E_6,Diarrhoea is a Covid-19 symptom,T,,said the test would also be useful for those people experiencing Long Covid symptoms,covid vaccine_4094,People are experiencing diarrhoea while they have covid.,
74,E_1,New Pfizer-BioNTech Covid Vaccine Is More Effective Than The Original,T,,Pfizer-BioNTech’s new bivalent Covid-19 vaccine—which targets the original strain and some Omicron subvariants—provides more protection against the virus and its omicron variants than its initial vaccine,covid vaccine_4113,Newer vaccines were found to be more effective for later strains.,Newer vaccines were found to be more effective for later strains.
74,E_2,New Pfizer-BioNTech Covid Vaccine Is More Effective Than The Original,T,,"A booster dose of the Omicron BA.4- and BA.5-adapted Covid-19 vaccine was 11 times more effective against the BA.4.6 subvariant, nearly seven times more effective against the BA.2.75.2 subvariant, nine times as effective against the BQ.1.1 subvariant and almost five times more effective against the XBB.1 subvariant than the original vaccine.",covid vaccine_4113,Newer vaccines were found to be more effective for later strains.,
74,E_3,New Pfizer-BioNTech Covid Vaccine Is More Effective Than The Original,T,,earlier data from Pfizer suggesting the new shot is 13 times more effective against the BA.4 and BA.5 subvariants,covid vaccine_4113,Newer vaccines were found to be more effective for later strains.,
74,E_4,New Pfizer-BioNTech Covid Vaccine Is More Effective Than The Original,T,,"The bivalent vaccine, which is referred to by the FDA as an “updated” vaccine, is a combination of an original virus strain with a component of an omicron variant to combat all possible versions of the virus. P",covid vaccine_4113,Newer vaccines were found to be more effective for later strains.,
74,E_5,New Pfizer-BioNTech Covid Vaccine Is More Effective Than The Original,T,,"In addition, the newer booster vaccines provide significant additional protection against infection in seniors when compared to the original vaccines alone, according to investigators with the Centers for Disease Control and Prevention.",covid vaccine_4145,Newer vaccines were found to be more effective for later strains.,
74,E_6,New Pfizer-BioNTech Covid Vaccine Is More Effective Than The Original,T,,"the effectiveness of a newer, bivalent booster dose compared to monovalent boosters rose from 23% at two to three months after the recipient’s most recent monovalent dose to 43% at eight months after the most recent monovalent dose.",covid vaccine_4145,Newer vaccines were found to be more effective for later strains.,
75,E_1,SK bioscience made a covid-19 vaccine,T,,"SK bioscience, a biotech affiliate of SK Group, said Wednesday that it has temporarily halted the production of SKY Covione, a COVID-19 vaccine",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,SK bioscience made a covid-19 vaccine called SKY Covione
75,E_2,SK bioscience made a covid-19 vaccine,T,,"We have halted the production of the vaccine except for key ingredients needed to meet demands upon approval of international health agencies, a SK bioscience official said.",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
75,E_3,SK bioscience made a covid-19 vaccine,T,,The SK affiliate sought to supply locally produced vaccines to the global market through the COVID-19 Vaccines Global Access (COVAX) initiative,covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
75,E_4,SK bioscience made a covid-19 vaccine,T,,"The SK affiliate said the product will have a competitive edge in the global market, in need of a steady and stable supply of the key vaccine in the months to come.",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
75,E_5,SK bioscience made a covid-19 vaccine,T,,SKY Covione was developed jointly by the SK affiliate and the Institute for Protein Design (IPD) under the University of Washington.,covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
75,E_6,SK bioscience made a covid-19 vaccine,T,,"The government has yet to make any orders after it bought 610,000 doses, only a fraction of the 10 million doses it earlier said it would buy, according to the firm.",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
76,E_1,SKY Covione is a COVID-19 vaccine,T,,"SK bioscience, a biotech affiliate of SK Group, said Wednesday that it has temporarily halted the production of SKY Covione, a COVID-19 vaccine",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,SK bioscience made a covid-19 vaccine called SKY Covione
76,E_2,SKY Covione is a COVID-19 vaccine,T,,"We have halted the production of the vaccine except for key ingredients needed to meet demands upon approval of international health agencies, a SK bioscience official said.",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
76,E_3,SKY Covione is a COVID-19 vaccine,T,,The SK affiliate sought to supply locally produced vaccines to the global market through the COVID-19 Vaccines Global Access (COVAX) initiative,covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
76,E_4,SKY Covione is a COVID-19 vaccine,T,,"The SK affiliate said the product will have a competitive edge in the global market, in need of a steady and stable supply of the key vaccine in the months to come.",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
76,E_5,SKY Covione is a COVID-19 vaccine,T,,SKY Covione was developed jointly by the SK affiliate and the Institute for Protein Design (IPD) under the University of Washington.,covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
76,E_6,SKY Covione is a COVID-19 vaccine,T,,"The government has yet to make any orders after it bought 610,000 doses, only a fraction of the 10 million doses it earlier said it would buy, according to the firm.",covid vaccine_4114,SK bioscience made a covid-19 vaccine called SKY Covione,
77,E_1,COVID-19 Vaccines Affects Eczema Sufferers,T,,Research shows that a few people with eczema may get a flare-up after getting a COVID-19 vaccine,covid vaccine_4115,Eczema sufferers can experience flare ups after the vaccine,Eczema sufferers can experience flare ups after the vaccine
77,E_2,COVID-19 Vaccines Affects Eczema Sufferers,T,,Certain studies seem to indicate that a few adults with eczema may experience a flare-up or breakthrough symptoms after receiving the COVID-19 vaccine,covid vaccine_4115,Eczema sufferers can experience flare ups after the vaccine,
77,E_3,COVID-19 Vaccines Affects Eczema Sufferers,T,,"It is possible, although rare, that breakthrough symptoms of eczema can occur in people who have the skin condition before receiving the COVID-19 vaccination.",covid vaccine_4115,Eczema sufferers can experience flare ups after the vaccine,
77,E_4,COVID-19 Vaccines Affects Eczema Sufferers,T,,researchers recorded cases of eczema flare-ups in adults who received a COVID-19 vaccine,covid vaccine_4115,Eczema sufferers can experience flare ups after the vaccine,
77,E_5,COVID-19 Vaccines Affects Eczema Sufferers,T,,The National Eczema Society acknowledged multiple reports of people’s worsening eczema symptoms after getting the COVID-19 vaccine.,covid vaccine_4115,Eczema sufferers can experience flare ups after the vaccine,
77,E_6,COVID-19 Vaccines Affects Eczema Sufferers,T,,"the general eczema reactions to the vaccines appear to be manageable with medication, which is why it is important to consult your doctor if you think you’re experiencing a reaction.",covid vaccine_4115,Eczema sufferers can experience flare ups after the vaccine,
78,E_1,COVID-19 vaccines offer protection against reinfection,T,,"A recent study revealed that people earlier infected with the SARS-CoV-2 virus still benefit from vaccination against COVID-19, gaining 60% to 94% protection against reinfection",covid vaccine_4116,Vaccination provided protection against reinfection,Vaccination provided protection against reinfection
78,E_2,COVID-19 vaccines offer protection against reinfection,T,,Vaccination provided protection against reinfection,covid vaccine_4116,Vaccination provided protection against reinfection,
78,E_3,COVID-19 vaccines offer protection against reinfection,T,,vaccination provided up to 71% protection against reinfection,covid vaccine_4116,Vaccination provided protection against reinfection,
78,E_4,COVID-19 vaccines offer protection against reinfection,T,,we find a significant vaccine effectiveness against SARS-CoV-2 reinfection,covid vaccine_4116,Vaccination provided protection against reinfection,
78,E_5,COVID-19 vaccines offer protection against reinfection,T,,"These findings demonstrate that vaccination provided additional protection against SARS-CoV-2 during each of the three waves of the pandemic, beyond those provided by natural immunity. ",covid vaccine_4116,Vaccination provided protection against reinfection,
78,E_6,COVID-19 vaccines offer protection against reinfection,T,,Even though vaccination seems to protect to a lesser degree against reinfection with the Omicron variant,covid vaccine_4116,Vaccination provided protection against reinfection,
79,E_1,COVID-19 vaccine offers protection against death,T,,researchers believed that the study was too brief to assess whether the vaccine offers protection against serious consequences including hospitalisation and death.,covid vaccine_4116,Vaccine has been found to be effective to protect against death from covid-19,Vaccine has been found to be effective to protect against death from covid-19
79,E_2,COVID-19 vaccine offers protection against death,T,,An official said at a press conference that vaccination is still effective in preventing severe illness and death,covid vaccine_4140,Vaccine has been found to be effective to protect against death from covid-19,
79,E_3,COVID-19 vaccine offers protection against death,T,,"many people have claimed that vaccinated people are now more likely to die from the virus than those who are unvaccinated, contradicting longstanding public health guidance. ",covid vaccine_4143,Vaccine has been found to be effective to protect against death from covid-19,
79,E_4,COVID-19 vaccine offers protection against death,T,,CMS and HHS officials have said repeatedly that being up-to-date on COVID vaccines reduces the chance of being hospitalized or dying from the virus.,covid vaccine_4146,Vaccine has been found to be effective to protect against death from covid-19,
79,E_5,COVID-19 vaccine offers protection against death,T,,"According to the World Health Organization, Covid-19 vaccines are ""highly effective"" in preventing serious illness, hospitalisation and death,",covid vaccine_4158,Vaccine has been found to be effective to protect against death from covid-19,
79,E_6,COVID-19 vaccine offers protection against death,T,,"The Pfizer-BioNTech COVID-19 vaccine limits transmission, hospitalization, and death from COVID-19 even among patients infected by variants of the virus",covid vaccine_4163,Vaccine has been found to be effective to protect against death from covid-19,
80,E_1,Maori over 40 twice as likely to die from covid-19,T,,Māori and Pacific people over the age of 40 will be able to book their second booster. Ministry of Health data showed those groups were twice as likely to die from the virus,covid vaccine_4119,The risk of death from covid-19 increases the older we get,The risk of death from covid-19 increases the older we get
80,E_2,Maori over 40 twice as likely to die from covid-19,T,,The expanded rollout was based on recent data which showed Māori and Pacific populations were at greater risk of severe health outcomes in the event they contracted Covid-19.,covid vaccine_4119,The risk of death from covid-19 increases the older we get,
80,E_3,Maori over 40 twice as likely to die from covid-19,T,,"Māori and Pacific have two- and three-times the hospitalisation rate compared to non-Māori, non-Pacific; and two- or three-times the death rate due to Covid.",covid vaccine_4119,The risk of death from covid-19 increases the older we get,
80,E_4,Maori over 40 twice as likely to die from covid-19,T,,"However, older adults are uniquely vulnerable to COVID-related complications and death.",covid vaccine_4124,The risk of death from covid-19 increases the older we get,
80,E_5,Maori over 40 twice as likely to die from covid-19,T,,"“As we get older, especially over 65…our risk of severe disease or death goes up a lot, which is why it’s so important for those populations to get vaccinated,” ",covid vaccine_4143,The risk of death from covid-19 increases the older we get,
80,E_6,Maori over 40 twice as likely to die from covid-19,T,,CMS and HHS officials have said repeatedly that being up-to-date on COVID vaccines reduces the chance of being hospitalized or dying from the virus.,covid vaccine_4146,The risk of death from covid-19 increases the older we get,
81,E_1,Pacific people over 40 twice as likely to die from covid-19,T,,Māori and Pacific people over the age of 40 will be able to book their second booster. Ministry of Health data showed those groups were twice as likely to die from the virus,covid vaccine_4119,The risk of death from covid-19 increases the older we get,The risk of death from covid-19 increases the older we get
